,0,1,2,3,4,5,6
0,-0.7563096970648906,-0.61135164989452,-0.6194066680516448,-0.2899250880581392,1.5063614506658887,0.2936277745242708,-1.0642555261158693
1,-0.1585394526237125,-0.16650664100671175,0.09776118506621856,-0.790471503227828,-0.767284805261585,-0.7048083367524627,-0.1991584298705873
2,-0.46861795667723793,-1.1629817944380325,-1.043321355549442,-0.1904862638133853,-0.45368573490535447,-0.5187246812524053,0.41741549459047755
3,-0.4015140950804068,-0.7106565826585767,-0.9649718870917199,-0.14458823288412237,-0.16822850875368323,-0.9202555585289507,-0.8013696591687589
4,-1.0201931371262671,-0.95444160526506,0.4981757024088518,-0.6614167059535245,-0.6337119636593007,-0.6961564390539574,1.7960309208524174
5,-0.188548934765413,-0.39919187135498824,-0.33363838737557217,-0.3245339127646747,-0.179072607150617,-0.7935134562783279,1.0378526304445348
6,-0.10586937386584738,-0.30054459598793626,-0.12835566943401222,1.1406307272018994,1.4814925593988866,-0.7240434350936034,0.041530706726731204
7,3.011370533029285,-0.5867823321783523,0.4393238108244497,-0.9645667395763553,-0.3615350434269611,-0.36625800395160146,-0.4326117008157353
8,-0.3140903246743427,-0.3718217600861595,-0.07240198047517721,0.07976367838722709,0.5928334545471228,-0.9101283249447967,1.399960196019551
9,-0.42682052817987515,0.02055666799492073,-0.792574183153663,-0.12019764134132682,-0.7625735815045389,-0.4740803631271051,0.2228278352934585
10,-0.39775613890127026,0.14815699364067836,-0.2980660221943965,-0.3341812050860291,-0.11057647285149086,-0.6350298889875399,-0.25326864261127735
11,-0.4520476638202471,-0.41596861707305166,-0.13274707650212214,-0.3526300629828496,-0.451585017463223,-0.6991342737481001,-0.5938647521009357
12,-0.46064234916631586,-0.989817723194276,-0.2908617648524974,-0.41012732305265276,-0.18741670999505367,-0.27950476181456274,0.21374789684161266
13,1.1731776927698592,-0.25331303021494866,-0.42520708885344183,-0.28419696553926954,-0.8568009070397715,-0.8279756174071942,-0.10290195974507244
14,-0.7466002003534049,-0.8309637992389218,-0.6982756795199911,-1.3152278522483278,-0.22292170027529723,0.006364165898389729,-1.1954717765278533
15,-1.6921728864769159,2.261339283887308,-1.3839553964936042,-1.6780313845500732,-1.379024946897392,-1.436011020915088,-0.5610488870124115
16,-0.5420941577927967,0.14192863830280977,0.08633673529332286,0.08091533358617164,-1.2356899065546079,0.3973649270335944,-0.06632777643487175
